Species name,Genus,Major group
Cerasus subhirtella,Cerasus,Angiosperm
Cerasus szechuanica,Cerasus,Angiosperm
Cerasus tatsienensis,Cerasus,Angiosperm
Cerasus tianshanica,Cerasus,Angiosperm
Cerasus tomentosa,Cerasus,Angiosperm
Cerasus trichantha,Cerasus,Angiosperm
Cerasus trichostoma,Cerasus,Angiosperm
Cerasus vulgaris,Cerasus,Angiosperm
Cerasus yaoana,Cerasus,Angiosperm
Cerasus yedoensis,Cerasus,Angiosperm
Cerasus yunnanensis,Cerasus,Angiosperm
Cerasus yunnanensis var. polybotrys,Cerasus,Angiosperm
Cerasus yunnanensis var. yunnanensis,Cerasus,Angiosperm
Camellia amplexifolia,Camellia,Angiosperm
Camellia anlungensis,Camellia,Angiosperm
Camellia anlungensis var. acutiperulata,Camellia,Angiosperm
Camellia anlungensis var. anlungensis,Camellia,Angiosperm
Camellia assimiloides,Camellia,Angiosperm
Camellia azalea,Camellia,Angiosperm
Camellia brevistyla,Camellia,Angiosperm
Camellia brevistyla var. brevistyla,Camellia,Angiosperm
Camellia brevistyla var. microphylla,Camellia,Angiosperm
Camellia candida,Camellia,Angiosperm
Camellia caudata,Camellia,Angiosperm
Camellia caudata var. caudata,Camellia,Angiosperm
Camellia caudata var. gracilis,Camellia,Angiosperm
Camellia chekiangoleosa,Camellia,Angiosperm
Camellia cherryana,Camellia,Angiosperm
Camellia chrysanthoides,Camellia,Angiosperm
Camellia cordifolia,Camellia,Angiosperm
Camellia cordifolia var. cordifolia,Camellia,Angiosperm
Camellia cordifolia var. glabrisepala,Camellia,Angiosperm
Camellia costata,Camellia,Angiosperm
Camellia costei,Camellia,Angiosperm
Camellia crapnelliana,Camellia,Angiosperm
Camellia crassicolumna,Camellia,Angiosperm
Camellia crassicolumna var. crassicolumna,Camellia,Angiosperm
Camellia crassicolumna var. multiplex,Camellia,Angiosperm
Camellia crassipes,Camellia,Angiosperm
Camellia cupiformis,Camellia,Angiosperm
Camellia cuspidata,Camellia,Angiosperm
Camellia cuspidata var. chekiangensis,Camellia,Angiosperm
Camellia cuspidata var. cuspidata,Camellia,Angiosperm
Camellia cuspidata var. grandiflora,Camellia,Angiosperm
Camellia cuspidata var. trichandra,Camellia,Angiosperm
Camellia drupifera,Camellia,Angiosperm
Camellia edithae,Camellia,Angiosperm
Camellia elongata,Camellia,Angiosperm
Camellia euphlebia,Camellia,Angiosperm
Camellia euryoides,Camellia,Angiosperm
Camellia euryoides var. euryoides,Camellia,Angiosperm
Camellia euryoides var. nokoensis,Camellia,Angiosperm
Camellia fangchengensis,Camellia,Angiosperm
Camellia fascicularis,Camellia,Angiosperm
Camellia flavida,Camellia,Angiosperm
Camellia flavida var. flavida,Camellia,Angiosperm
Camellia flavida var. patens,Camellia,Angiosperm
Camellia fluviatilis,Camellia,Angiosperm
Camellia fluviatilis var. fluviatilis,Camellia,Angiosperm
Camellia fluviatilis var. megalantha,Camellia,Angiosperm
Camellia forrestii,Camellia,Angiosperm
Camellia forrestii var. acutisepala,Camellia,Angiosperm
Camellia forrestii var. forrestii,Camellia,Angiosperm
Camellia forrestii var. pentamera,Camellia,Angiosperm
Camellia fraterna,Camellia,Angiosperm
Camellia furfuracea,Camellia,Angiosperm
Camellia furfuracea var. furfuracea,Camellia,Angiosperm
Camellia furfuracea var. latipetiolata,Camellia,Angiosperm
Camellia furfuracea var. shanglinensis,Camellia,Angiosperm
Camellia gaudichaudii,Camellia,Angiosperm
Camellia gilbertii,Camellia,Angiosperm
Camellia glabricostata,Camellia,Angiosperm
Camellia gracilipes,Camellia,Angiosperm
Camellia grandibracteata,Camellia,Angiosperm
Camellia granthamiana,Camellia,Angiosperm
Camellia grijsii,Camellia,Angiosperm
Camellia grijsii var. grijsii,Camellia,Angiosperm
Camellia grijsii var. shensiensis,Camellia,Angiosperm
Camellia gymnogyna,Camellia,Angiosperm
Camellia hekouensis,Camellia,Angiosperm
Camellia hongkongensis,Camellia,Angiosperm
Camellia huana,Camellia,Angiosperm
Camellia ilicifolia,Camellia,Angiosperm
Camellia ilicifolia var. ilicifolia,Camellia,Angiosperm
Camellia ilicifolia var. neriifolia,Camellia,Angiosperm
Camellia impressinervis,Camellia,Angiosperm
Camellia indochinensis,Camellia,Angiosperm
Camellia indochinensis var. indochinensis,Camellia,Angiosperm
Camellia indochinensis var. tunghinensis,Camellia,Angiosperm
Camellia japonica,Camellia,Angiosperm
Camellia japonica var. japonica,Camellia,Angiosperm
Camellia japonica var. rusticana,Camellia,Angiosperm
Camellia kissii,Camellia,Angiosperm
Camellia kissii var. confusa,Camellia,Angiosperm
Camellia kissii var. kissii,Camellia,Angiosperm
Camellia kwangsiensis,Camellia,Angiosperm
Camellia kwangsiensis var. kwangnanica,Camellia,Angiosperm
Camellia kwangsiensis var. kwangsiensis,Camellia,Angiosperm
Camellia lawii,Camellia,Angiosperm
Camellia leptophylla,Camellia,Angiosperm
Camellia longicalyx,Camellia,Angiosperm
Camellia longipedicellata,Camellia,Angiosperm
Camellia longissima,Camellia,Angiosperm
Camellia lutchuensis,Camellia,Angiosperm
Camellia lutchuensis var. lutchuensis,Camellia,Angiosperm
Camellia lutchuensis var. minutiflora,Camellia,Angiosperm
Camellia luteoflora,Camellia,Angiosperm
Camellia mairei,Camellia,Angiosperm
Camellia mairei var. lapidea,Camellia,Angiosperm
Camellia mairei var. mairei,Camellia,Angiosperm
Camellia mairei var. velutina,Camellia,Angiosperm
Camellia maoniushanensis,Camellia,Angiosperm
Camellia melliana,Camellia,Angiosperm
Camellia micrantha,Camellia,Angiosperm
Camellia mileensis,Camellia,Angiosperm
Camellia mileensis var. microphylla,Camellia,Angiosperm
Camellia mileensis var. mileensis,Camellia,Angiosperm
Camellia oleifera,Camellia,Angiosperm
Camellia pachyandra,Camellia,Angiosperm
Camellia parviflora,Camellia,Angiosperm
Camellia parvimuricata,Camellia,Angiosperm
Camellia parvimuricata var. hupehensis,Camellia,Angiosperm
Camellia parvimuricata var. parvimuricata,Camellia,Angiosperm
Camellia parvimuricata var. songtaoensis,Camellia,Angiosperm
Camellia paucipunctata,Camellia,Angiosperm
Camellia petelotii,Camellia,Angiosperm
Camellia petelotii var. microcarpa,Camellia,Angiosperm
Camellia petelotii var. petelotii,Camellia,Angiosperm
Camellia pilosperma,Camellia,Angiosperm
Camellia pingguoensis,Camellia,Angiosperm
Camellia pingguoensis var. pingguoensis,Camellia,Angiosperm
Camellia pingguoensis var. terminalis,Camellia,Angiosperm
Camellia pitardii,Camellia,Angiosperm
Camellia pitardii var. compressa,Camellia,Angiosperm
Camellia pitardii var. cryptoneura,Camellia,Angiosperm
Camellia pitardii var. panxiensis,Camellia,Angiosperm
Camellia pitardii var. pitardii,Camellia,Angiosperm
Camellia polyodonta,Camellia,Angiosperm
Camellia polyodonta var. longicaudata,Camellia,Angiosperm
Camellia polyodonta var. polyodonta,Camellia,Angiosperm
Camellia ptilophylla,Camellia,Angiosperm
Camellia pubifurfuracea,Camellia,Angiosperm
Camellia pubipetala,Camellia,Angiosperm
Camellia punctata,Camellia,Angiosperm
Camellia pyxidiacea,Camellia,Angiosperm
Camellia pyxidiacea var. pyxidiacea,Camellia,Angiosperm
Camellia pyxidiacea var. rubituberculata,Camellia,Angiosperm
Camellia reticulata,Camellia,Angiosperm
Camellia rhytidocarpa,Camellia,Angiosperm
Camellia rhytidocarpa var. microphylla,Camellia,Angiosperm
Camellia rhytidocarpa var. rhytidocarpa,Camellia,Angiosperm
Camellia rosthorniana,Camellia,Angiosperm
Camellia salicifolia,Camellia,Angiosperm
Camellia saluenensis,Camellia,Angiosperm
Camellia sect. Archecamellia,Camellia,Angiosperm
Camellia sect. Camellia,Camellia,Angiosperm
Camellia sect. Camelliopsis,Camellia,Angiosperm
Camellia sect. Corallina,Camellia,Angiosperm
Camellia sect. Heterogenea,Camellia,Angiosperm
Camellia sect. Longipedicellatae,Camellia,Angiosperm
Camellia sect. Paracamellia,Camellia,Angiosperm
Camellia sect. Stereocarpus,Camellia,Angiosperm
Camellia sect. Thea,Camellia,Angiosperm
Camellia sect. Theopsis,Camellia,Angiosperm
Camellia sect. Tuberculatae,Camellia,Angiosperm
Camellia semiserrata,Camellia,Angiosperm
Camellia semiserrata var. magnocarpa,Camellia,Angiosperm
Camellia semiserrata var. semiserrata,Camellia,Angiosperm
Camellia sinensis,Camellia,Angiosperm
Camellia sinensis var. assamica,Camellia,Angiosperm
Camellia sinensis var. dehungensis,Camellia,Angiosperm
Camellia sinensis var. pubilimba,Camellia,Angiosperm
Camellia sinensis var. sinensis,Camellia,Angiosperm
Camellia stuartiana,Camellia,Angiosperm
Camellia subg. Camellia,Camellia,Angiosperm
Camellia subg. Thea,Camellia,Angiosperm
Camellia subintegra,Camellia,Angiosperm
Camellia synaptica,Camellia,Angiosperm
Camellia synaptica var. parviovata,Camellia,Angiosperm
Camellia synaptica var. synaptica,Camellia,Angiosperm
Camellia szechuanensis,Camellia,Angiosperm
Camellia szemaoensis,Camellia,Angiosperm
Camellia tachangensis,Camellia,Angiosperm
Camellia tachangensis var. remotiserrata,Camellia,Angiosperm
Camellia tachangensis var. tachangensis,Camellia,Angiosperm
Camellia taliensis,Camellia,Angiosperm
Camellia tenii,Camellia,Angiosperm
Camellia transarisanensis,Camellia,Angiosperm
Camellia trichoclada,Camellia,Angiosperm
Camellia tsaii,Camellia,Angiosperm
Camellia tsingpienensis,Camellia,Angiosperm
Camellia tsingpienensis var. macrophylla,Camellia,Angiosperm
Camellia tsingpienensis var. pubisepala,Camellia,Angiosperm
Camellia tsingpienensis var. tsingpienensis,Camellia,Angiosperm
Camellia tuberculata,Camellia,Angiosperm
Camellia tuberculata var. atuberculata,Camellia,Angiosperm
Camellia tuberculata var. tuberculata,Camellia,Angiosperm
Camellia villicarpa,Camellia,Angiosperm
Camellia viridicalyx,Camellia,Angiosperm
Camellia viridicalyx var. linearifolia,Camellia,Angiosperm
Camellia viridicalyx var. viridicalyx,Camellia,Angiosperm
Camellia wardii,Camellia,Angiosperm
Camellia wardii var. muricatula,Camellia,Angiosperm
Camellia wardii var. wardii,Camellia,Angiosperm
Camellia xanthochroma,Camellia,Angiosperm
Camellia yunnanensis,Camellia,Angiosperm
Camellia yunnanensis var. camellioides,Camellia,Angiosperm
Camellia yunnanensis var. yunnanensis,Camellia,Angiosperm
Salix alatavica,Salix,Angiosperm
Salix alba,Salix,Angiosperm
Salix alfredii,Salix,Angiosperm
Salix alfredii var. alfredii,Salix,Angiosperm
Salix alfredii var. fengxianica,Salix,Angiosperm
Salix amphibola,Salix,Angiosperm
Salix annulifera,Salix,Angiosperm
Salix annulifera var. annulifera,Salix,Angiosperm
Salix annulifera var. dentata,Salix,Angiosperm
Salix annulifera var. glabra,Salix,Angiosperm
Salix annulifera var. macroula,Salix,Angiosperm
Salix anticecrenata,Salix,Angiosperm
Salix arctica,Salix,Angiosperm
Salix areostachya,Salix,Angiosperm
Salix argyracea,Salix,Angiosperm
Salix argyrophegga,Salix,Angiosperm
Salix argyrotrichocarpa,Salix,Angiosperm
Salix atopantha,Salix,Angiosperm
Salix atopantha var. atopantha,Salix,Angiosperm
Salix atopantha var. glabra,Salix,Angiosperm
Salix atopantha var. pedicellata,Salix,Angiosperm
Salix austrotibetica,Salix,Angiosperm
Salix babylonica,Salix,Angiosperm
Salix babylonica var. babylonica,Salix,Angiosperm
Salix babylonica var. glandulipilosa,Salix,Angiosperm
Salix baileyi,Salix,Angiosperm
Salix balansaei,Salix,Angiosperm
Salix balansaei var. balansaei,Salix,Angiosperm
Salix balansaei var. hunanensis,Salix,Angiosperm
Salix balfouriana,Salix,Angiosperm
Salix bangongensis,Salix,Angiosperm
Salix berberifolia,Salix,Angiosperm
Salix bhutanensis,Salix,Angiosperm
Salix bikouensis,Salix,Angiosperm
Salix bikouensis var. bikouensis,Salix,Angiosperm
Salix bikouensis var. villosa,Salix,Angiosperm
Salix biondiana,Salix,Angiosperm
Salix bistyla,Salix,Angiosperm
Salix blakii,Salix,Angiosperm
Salix boseensis,Salix,Angiosperm
Salix bouffordii,Salix,Angiosperm
Salix brachista,Salix,Angiosperm
Salix brachista var. brachista,Salix,Angiosperm
Salix brachista var. integra,Salix,Angiosperm
Salix brachista var. pilifera,Salix,Angiosperm
Salix burqinensis,Salix,Angiosperm
Salix caesia,Salix,Angiosperm
Salix calyculata,Salix,Angiosperm
Salix calyculata var. calyculata,Salix,Angiosperm
Salix calyculata var. gongshanica,Salix,Angiosperm
Salix capitata,Salix,Angiosperm
Salix caprea,Salix,Angiosperm
Salix capusii,Salix,Angiosperm
Salix carmanica,Salix,Angiosperm
Salix caspica,Salix,Angiosperm
Salix cathayana,Salix,Angiosperm
Salix cavaleriei,Salix,Angiosperm
Salix chaenomeloides,Salix,Angiosperm
Salix chaenomeloides var. chaenomeloides,Salix,Angiosperm
Salix chaenomeloides var. glandulifolia,Salix,Angiosperm
Salix characta,Salix,Angiosperm
Salix cheilophila,Salix,Angiosperm
Salix cheilophila var. acuminata,Salix,Angiosperm
Salix cheilophila var. cheilophila,Salix,Angiosperm
Salix cheilophila var. microstachyoides,Salix,Angiosperm
Salix cheilophila var. villosa,Salix,Angiosperm
Salix chekiangensis,Salix,Angiosperm
Salix chienii,Salix,Angiosperm
Salix chienii var. chienii,Salix,Angiosperm
Salix chienii var. pubigera,Salix,Angiosperm
Salix chikungensis,Salix,Angiosperm
Salix chingiana,Salix,Angiosperm
Salix cinerea,Salix,Angiosperm
Salix clathrata,Salix,Angiosperm
Salix coggygria,Salix,Angiosperm
Salix contortiapiculata,Salix,Angiosperm
Salix crenata,Salix,Angiosperm
Salix cupularis,Salix,Angiosperm
Salix cupularis var. acutifolia,Salix,Angiosperm
Salix cupularis var. cupularis,Salix,Angiosperm
Salix cyanolimnea,Salix,Angiosperm
Salix daguanensis,Salix,Angiosperm
Salix daliensis,Salix,Angiosperm
Salix daltoniana,Salix,Angiosperm
Salix dalungensis,Salix,Angiosperm
Salix dasyclados,Salix,Angiosperm
Salix delavayana,Salix,Angiosperm
Salix delavayana var. delavayana,Salix,Angiosperm
Salix delavayana var. pilososuturalis,Salix,Angiosperm
Salix denticulata,Salix,Angiosperm
Salix dibapha,Salix,Angiosperm
Salix dibapha var. biglandulosa,Salix,Angiosperm
Salix dibapha var. dibapha,Salix,Angiosperm
Salix dissa,Salix,Angiosperm
Salix dissa var. cereifolia,Salix,Angiosperm
Salix dissa var. dissa,Salix,Angiosperm
Salix divaricata var. metaformosa,Salix,Angiosperm
Salix divergentistyla,Salix,Angiosperm
Salix doii,Salix,Angiosperm
Salix donggouxianica,Salix,Angiosperm
Salix driophila,Salix,Angiosperm
Salix dunnii,Salix,Angiosperm
Salix dunnii var. dunnii,Salix,Angiosperm
Salix dunnii var. tsoongii,Salix,Angiosperm
Salix eriocarpa,Salix,Angiosperm
Salix erioclada,Salix,Angiosperm
Salix eriostachya,Salix,Angiosperm
Salix eriostachya var. eriostachya,Salix,Angiosperm
Salix eriostachya var. lineariloba,Salix,Angiosperm
Salix ernestii,Salix,Angiosperm
Salix etosia,Salix,Angiosperm
Salix fargesii,Salix,Angiosperm
Salix fargesii var. fargesii,Salix,Angiosperm
Salix fargesii var. kansuensis,Salix,Angiosperm
Salix faxonianoides,Salix,Angiosperm
Salix faxonianoides var. faxonianoides,Salix,Angiosperm
Salix faxonianoides var. villosa,Salix,Angiosperm
Salix fedtschenkoi,Salix,Angiosperm
Salix fengiana,Salix,Angiosperm
Salix fengiana var. fengiana,Salix,Angiosperm
Salix fengiana var. gymnocarpa,Salix,Angiosperm
Salix flabellaris,Salix,Angiosperm
Salix floccosa,Salix,Angiosperm
Salix floderusii,Salix,Angiosperm
Salix fragilis,Salix,Angiosperm
Salix fulvopubescens,Salix,Angiosperm
Salix gilashanica,Salix,Angiosperm
Salix glareorum,Salix,Angiosperm
Salix glauca,Salix,Angiosperm
Salix gonggashanica,Salix,Angiosperm
Salix gordejevii,Salix,Angiosperm
Salix gracilior,Salix,Angiosperm
Salix gracilistyla,Salix,Angiosperm
Salix guebriantiana,Salix,Angiosperm
Salix gyamdaensis,Salix,Angiosperm
Salix gyirongensis,Salix,Angiosperm
Salix hainanica,Salix,Angiosperm
Salix haoana,Salix,Angiosperm
Salix hastata,Salix,Angiosperm
Salix heishuiensis,Salix,Angiosperm
Salix heterochroma,Salix,Angiosperm
Salix heterochroma var. glabra,Salix,Angiosperm
Salix heterochroma var. heterochroma,Salix,Angiosperm
Salix heteromera,Salix,Angiosperm
Salix hirticaulis,Salix,Angiosperm
Salix hsinganica,Salix,Angiosperm
Salix humaensis,Salix,Angiosperm
Salix hupehensis,Salix,Angiosperm
Salix hylonoma,Salix,Angiosperm
Salix hylonoma var. hylonoma,Salix,Angiosperm
Salix hylonoma var. liocarpa,Salix,Angiosperm
Salix hypoleuca,Salix,Angiosperm
Salix hypoleuca var. hypoleuca,Salix,Angiosperm
Salix hypoleuca var. platyphylla,Salix,Angiosperm
Salix iliensis,Salix,Angiosperm
Salix inamoena,Salix,Angiosperm
Salix insignis,Salix,Angiosperm
Salix integra,Salix,Angiosperm
Salix jinchuanica,Salix,Angiosperm
Salix jingdongensis,Salix,Angiosperm
Salix jishiensis,Salix,Angiosperm
Salix juparica,Salix,Angiosperm
Salix juparica var. juparica,Salix,Angiosperm
Salix juparica var. tibetica,Salix,Angiosperm
Salix kamanica,Salix,Angiosperm
Salix kangdingensis,Salix,Angiosperm
Salix kangensis,Salix,Angiosperm
Salix kangensis var. kangensis,Salix,Angiosperm
Salix kangensis var. leiocarpa,Salix,Angiosperm
Salix karelinii,Salix,Angiosperm
Salix kirilowiana,Salix,Angiosperm
Salix kochiana,Salix,Angiosperm
Salix kongbanica,Salix,Angiosperm
Salix koreensis,Salix,Angiosperm
Salix koreensis var. brevistyla,Salix,Angiosperm
Salix koreensis var. koreensis,Salix,Angiosperm
Salix koreensis var. pedunculata,Salix,Angiosperm
Salix koreensis var. shandongensis,Salix,Angiosperm
Salix koriyanagi,Salix,Angiosperm
Salix kouytchensis,Salix,Angiosperm
Salix kungmuensis,Salix,Angiosperm
Salix kusanoi,Salix,Angiosperm
Salix lamashanensis,Salix,Angiosperm
Salix lanifera,Salix,Angiosperm
Salix lasiopes,Salix,Angiosperm
Salix leveilleana,Salix,Angiosperm
Salix limprichtii,Salix,Angiosperm
Salix lindleyana,Salix,Angiosperm
Salix linearistipularis,Salix,Angiosperm
Salix liouana,Salix,Angiosperm
Salix longiflora,Salix,Angiosperm
Salix longiflora var. albescens,Salix,Angiosperm
Salix longiflora var. longiflora,Salix,Angiosperm
Salix longissimipedicellaris,Salix,Angiosperm
Salix longistamina,Salix,Angiosperm
Salix longistamina var. glabra,Salix,Angiosperm
Salix longistamina var. longistamina,Salix,Angiosperm
Salix luctuosa,Salix,Angiosperm
Salix ludingensis,Salix,Angiosperm
Salix macroblasta,Salix,Angiosperm
Salix maerkangensis,Salix,Angiosperm
Salix magnifica,Salix,Angiosperm
Salix magnifica var. apatela,Salix,Angiosperm
Salix magnifica var. magnifica,Salix,Angiosperm
Salix magnifica var. ulotricha,Salix,Angiosperm
Salix maizhokunggarensis,Salix,Angiosperm
Salix matsudana,Salix,Angiosperm
Salix matsudana var. anshanensis,Salix,Angiosperm
Salix matsudana var. matsudana,Salix,Angiosperm
Salix matsudana var. pseudomatsudana,Salix,Angiosperm
Salix maximowiczii,Salix,Angiosperm
Salix medogensis,Salix,Angiosperm
Salix mesnyi,Salix,Angiosperm
Salix metaglauca,Salix,Angiosperm
Salix michelsonii,Salix,Angiosperm
Salix microphyta,Salix,Angiosperm
Salix microstachya,Salix,Angiosperm
Salix microstachya var. bordensis,Salix,Angiosperm
Salix microstachya var. microstachya,Salix,Angiosperm
Salix mictotricha,Salix,Angiosperm
Salix minjiangensis,Salix,Angiosperm
Salix morrisonicola,Salix,Angiosperm
Salix moupinensis,Salix,Angiosperm
Salix muliensis,Salix,Angiosperm
Salix myrtillacea,Salix,Angiosperm
Salix myrtilloides,Salix,Angiosperm
Salix myrtilloides var. mandshurica,Salix,Angiosperm
Salix myrtilloides var. myrtilloides,Salix,Angiosperm
Salix nankingensis,Salix,Angiosperm
Salix neoamnematchinensis,Salix,Angiosperm
Salix neolapponum,Salix,Angiosperm
Salix neowilsonii,Salix,Angiosperm
Salix nipponica,Salix,Angiosperm
Salix nipponica var. mengshanensis,Salix,Angiosperm
Salix nipponica var. nipponica,Salix,Angiosperm
Salix nujiangensis,Salix,Angiosperm
Salix nummularia,Salix,Angiosperm
Salix obscura,Salix,Angiosperm
Salix occidentalisinensis,Salix,Angiosperm
Salix ochetophylla,Salix,Angiosperm
Salix okamotoana,Salix,Angiosperm
Salix omeiensis,Salix,Angiosperm
Salix opsimantha,Salix,Angiosperm
Salix opsimantha var. opsimantha,Salix,Angiosperm
Salix opsimantha var. wawashanica,Salix,Angiosperm
Salix oreinoma,Salix,Angiosperm
Salix oreophila,Salix,Angiosperm
Salix oreophila var. oreophila,Salix,Angiosperm
Salix oreophila var. secta,Salix,Angiosperm
Salix oritrepha,Salix,Angiosperm
Salix oritrepha var. amnematchinensis,Salix,Angiosperm
Salix oritrepha var. oritrepha,Salix,Angiosperm
Salix ovatomicrophylla,Salix,Angiosperm
Salix paraflabellaris,Salix,Angiosperm
Salix paraheterochroma,Salix,Angiosperm
Salix paraphylicifolia,Salix,Angiosperm
Salix paraplesia,Salix,Angiosperm
Salix paraplesia var. paraplesia,Salix,Angiosperm
Salix paraplesia var. pubescens,Salix,Angiosperm
Salix paraplesia var. subintegra,Salix,Angiosperm
Salix paratetradenia,Salix,Angiosperm
Salix paratetradenia var. paratetradenia,Salix,Angiosperm
Salix paratetradenia var. yatungensis,Salix,Angiosperm
Salix parvidenticulata,Salix,Angiosperm
Salix pella,Salix,Angiosperm
Salix pentandra,Salix,Angiosperm
Salix pentandra var. intermedia,Salix,Angiosperm
Salix pentandra var. obovalis,Salix,Angiosperm
Salix pentandra var. pentandra,Salix,Angiosperm
Salix permollis,Salix,Angiosperm
Salix phaidima,Salix,Angiosperm
Salix phanera,Salix,Angiosperm
Salix phanera var. phanera,Salix,Angiosperm
Salix phanera var. weixiensis,Salix,Angiosperm
Salix pierotii,Salix,Angiosperm
Salix pilosomicrophylla,Salix,Angiosperm
Salix pingliensis,Salix,Angiosperm
Salix piptotricha,Salix,Angiosperm
Salix plocotricha,Salix,Angiosperm
Salix polyclona,Salix,Angiosperm
Salix praticola,Salix,Angiosperm
Salix psammophila,Salix,Angiosperm
Salix pseudolasiogyne,Salix,Angiosperm
Salix pseudolasiogyne var. erythrantha,Salix,Angiosperm
Salix pseudolasiogyne var. pseudolasiogyne,Salix,Angiosperm
Salix pseudopermollis,Salix,Angiosperm
Salix pseudospissa,Salix,Angiosperm
Salix pseudotangii,Salix,Angiosperm
Salix pseudowallichiana,Salix,Angiosperm
Salix pseudowolohoensis,Salix,Angiosperm
Salix psilostigma,Salix,Angiosperm
Salix pycnostachya,Salix,Angiosperm
Salix pycnostachya var. oxycarpa,Salix,Angiosperm
Salix pycnostachya var. pycnostachya,Salix,Angiosperm
Salix pyrolifolia,Salix,Angiosperm
Salix qamdoensis,Salix,Angiosperm
Salix qinghaiensis,Salix,Angiosperm
Salix qinghaiensis var. microphylla,Salix,Angiosperm
Salix qinghaiensis var. qinghaiensis,Salix,Angiosperm
Salix qinlingica,Salix,Angiosperm
Salix raddeana,Salix,Angiosperm
Salix raddeana var. raddeana,Salix,Angiosperm
Salix raddeana var. subglabra,Salix,Angiosperm
Salix radinostachya,Salix,Angiosperm
Salix radinostachya var. pseudophanera,Salix,Angiosperm
Salix radinostachya var. radinostachya,Salix,Angiosperm
Salix rectijulis,Salix,Angiosperm
Salix rehderiana,Salix,Angiosperm
Salix rehderiana var. dolia,Salix,Angiosperm
Salix rehderiana var. rehderiana,Salix,Angiosperm
Salix resecta,Salix,Angiosperm
Salix resectoides,Salix,Angiosperm
Salix rhododendrifolia,Salix,Angiosperm
Salix rhoophila,Salix,Angiosperm
Salix rockii,Salix,Angiosperm
Salix rorida,Salix,Angiosperm
Salix rorida var. rorida,Salix,Angiosperm
Salix rorida var. roridiformis,Salix,Angiosperm
Salix rosmarinifolia,Salix,Angiosperm
Salix rosmarinifolia var. brachypoda,Salix,Angiosperm
Salix rosmarinifolia var. gannanensis,Salix,Angiosperm
Salix rosmarinifolia var. rosmarinifolia,Salix,Angiosperm
Salix rosmarinifolia var. tungbeiana,Salix,Angiosperm
Salix rosthornii,Salix,Angiosperm
Salix sachalinensis,Salix,Angiosperm
Salix sajanensis,Salix,Angiosperm
Salix salwinensis,Salix,Angiosperm
Salix salwinensis var. longiamentifera,Salix,Angiosperm
Salix salwinensis var. salwinensis,Salix,Angiosperm
Salix saposhnikovii,Salix,Angiosperm
Salix schugnanica,Salix,Angiosperm
Salix schwerinii,Salix,Angiosperm
Salix sclerophylla,Salix,Angiosperm
Salix sclerophylla var. obtusa,Salix,Angiosperm
Salix sclerophylla var. sclerophylla,Salix,Angiosperm
Salix sclerophylla var. tibetica,Salix,Angiosperm
Salix sclerophylloides,Salix,Angiosperm
Salix scopulicola,Salix,Angiosperm
Salix Sect. Amygdalinae,Salix,Angiosperm
Salix Sect. Arbuscella,Salix,Angiosperm
Salix Sect. Argyraceae,Salix,Angiosperm
Salix Sect. Caesiae,Salix,Angiosperm
Salix Sect. Chamaetia,Salix,Angiosperm
Salix Sect. Cheilophilae,Salix,Angiosperm
Salix Sect. Daphnella,Salix,Angiosperm
Salix Sect. Denticulatae,Salix,Angiosperm
Salix Sect. Diplodictyae,Salix,Angiosperm
Salix Sect. Eriocladae,Salix,Angiosperm
Salix Sect. Flavidae,Salix,Angiosperm
Salix Sect. Floccosae,Salix,Angiosperm
Salix Sect. Fulvopubescentes,Salix,Angiosperm
Salix Sect. Glaucae,Salix,Angiosperm
Salix Sect. Haoanae,Salix,Angiosperm
Salix Sect. Hastatae,Salix,Angiosperm
Salix Sect. Helix,Salix,Angiosperm
Salix Sect. Heterochromae,Salix,Angiosperm
Salix Sect. Incubaceae,Salix,Angiosperm
Salix Sect. Lanatae,Salix,Angiosperm
Salix Sect. Lindleyanae,Salix,Angiosperm
Salix Sect. Magnificae,Salix,Angiosperm
Salix Sect. Myrtilloides,Salix,Angiosperm
Salix Sect. Myrtosalix,Salix,Angiosperm
Salix Sect. Pentandrae,Salix,Angiosperm
Salix Sect. Psilostigmatae,Salix,Angiosperm
Salix Sect. Retusae,Salix,Angiosperm
Salix Sect. Salix,Salix,Angiosperm
Salix Sect. Sclerophyllae,Salix,Angiosperm
Salix Sect. Sieboldianae,Salix,Angiosperm
Salix Sect. Subviminales,Salix,Angiosperm
Salix Sect. Tetraspermae,Salix,Angiosperm
Salix Sect. Urbanianae,Salix,Angiosperm
Salix Sect. Variegatae,Salix,Angiosperm
Salix Sect. Vetrix,Salix,Angiosperm
Salix Sect. Vimen,Salix,Angiosperm
Salix Sect. Wilsonia,Salix,Angiosperm
Salix sericocarpa,Salix,Angiosperm
Salix serpyllum,Salix,Angiosperm
Salix shandanensis,Salix,Angiosperm
Salix shihtsuanensis,Salix,Angiosperm
Salix shihtsuanensis var. glabrata,Salix,Angiosperm
Salix shihtsuanensis var. globosa,Salix,Angiosperm
Salix shihtsuanensis var. sessilis,Salix,Angiosperm
Salix shihtsuanensis var. shihtsuanensis,Salix,Angiosperm
Salix sikkimensis,Salix,Angiosperm
Salix sinica,Salix,Angiosperm
Salix sinica var. dentata,Salix,Angiosperm
Salix sinica var. sinica,Salix,Angiosperm
Salix sinica var. subsessilis,Salix,Angiosperm
Salix sinopurpurea,Salix,Angiosperm
Salix siuzevii,Salix,Angiosperm
Salix skvortzovii,Salix,Angiosperm
