internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
142810595,Ficus porrecta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,porrecta,,,,,(Corner) C.C.Berg,"<em>Ficus porrecta </em>is known from a single record and was originally described as a variety of&#160;<em>Ficus pachyrrhachis</em>&#160;distinctly differs from material that certainly belongs to&#160;<em>F. pachyrrhachis</em>&#160;in some characters, lateral and apical bracts are similar to those of<em>&#160;Ficus uncinata&#160;</em>(Berg 2004).&#160;<em>&#160;Ficus porrecta</em>&#160;is probably more closely related to&#160;<em>Ficus praestans</em>than to&#160;<em>F. pachyr­rhachis&#160;</em>(Berg 2004) and requires further research into its taxonomy."
149018405,Micromeles cuspidata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Micromeles,cuspidata,,,,,(Bertol.) C.K.Schneid.,
172171,Prunus tenella,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,tenella,,,,,Batsch,"<span style=""font-style: italic;""></span><span style=""font-style: italic;""></span><span style=""font-style: italic;""></span><span style=""font-style: italic;""></span><span style=""font-style: italic;"">Prunus tenella </span>Batsch is a     wild  relative of Almond, <em>P.</em> <em>dulcis</em> (Mill.) D.A.Webb, Peach and Nectarine, <span style=""font-style: italic;"">P</span>.    <span style=""font-style: italic;"">persica </span>(L.)  Batsch, Plum, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">domestica</span>    L., Sloe, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">spinosa</span>  L. and Sweet Cherry, <span style=""font-style: italic;"">P</span>. <span style=""font-style: italic;"">avium</span>    (L.) L."
163458709,Ficus auricoma,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,auricoma,,,,,Corner ex C.C.Berg,
163459516,Ficus subglabritepala,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,subglabritepala,,,,,C.C.Berg,
169388820,Ficus juglandiformis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,juglandiformis,,,,,King,"Three specimens determined by Corner as <em>Ficus juglandiformis</em> var. <em>minor</em> were excluded from this assessment. This is not a formally recognized name according to the International Plants Name Index (2020) and therefore it is not known if this name does indeed relate to a variety of this species or another species. These specimens are from Sulawesi and Malaysia, which are outside of this species' known distribution and have therefore been excluded."
63513,Sorbus turkestanica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,turkestanica,,,,,Hedl.,
50393773,Prunus fenzliana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,fenzliana,,,,,Fritsch ,"<em>Prunus fenzliana</em> Fritsch belongs to the primary Gene Pool of Almond <em>P. dulcis</em> (Mill.) D.A.Webb and the secondary Gene Pool of Peach <em>P. persica</em> (L.) Batsch (USDA, ARS, National Genetic Resources Program 2013)."
50475511,Prunus incisa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,incisa,,,,,Thunb.,"<em>Prunus incisa</em> Thunb. belongs to the tertiary Gene Pool of Sweet Cherry <em>P. avium</em> (L.) L. (USDA, ARS, National Genetic Resources Program 2013)."
61855279,Malus toringo,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Malus,toringo,,,,,(Siebold) Siebold ex de Vriese,<em>Malus toringo</em> (Siebold) Siebold ex de Vriese belongs to the secondary Gene Pool of <em>M. domestica</em> Borkh.
180377386,Ficus caloneura,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,caloneura,,,,,Kurz,
180393445,Sorbus paucijuga,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,paucijuga,,,,,Merr.,
180393512,Sorbus apicidens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,apicidens,,,,,Merr.,
180393842,Prunus kingdonwardii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,kingdonwardii,,,,,Merr.,
64120688,Prunus bracteopadus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,bracteopadus,,,,,Koehne,
180395454,Pyrus kachinensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Pyrus,kachinensis,,,,,W.W.Sm.,
182407051,Ficus ridleyana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,ridleyana,,,,,C.C.Berg &amp; Chantaras.,
182529289,Prunus kaengkrachanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,kaengkrachanensis,,,,,"Nagam., Tagane &amp; Suddee",
189322947,Photinia chingiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Photinia,chingiana,,,,,Hand.-Mazz.,
189317804,Ficus rheedei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,rheedei,,,,,J.Graham,
189317670,Ficus quichauensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,quichauensis,,,,,S.S.Chang,
189323217,Sorbus needhamii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,needhamii,,,,,Rushforth,
189323286,Sorbus burtonsmithiorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,burtonsmithiorum,,,,,Rushforth,
189323361,Sorbus hudsonii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,hudsonii,,,,,Rushforth,
189323497,Sorbus guanii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,guanii,,,,,Rushforth,
189317840,Ficus travancorica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,travancorica,,,,,King,
189323633,Sorbus spongbergii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,spongbergii,,,,,Rushforth,
189324120,Eriobotrya macrocarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Eriobotrya,macrocarpa,,,,,Kurz,
